"Date","Observed","Trend","Seasonal","Random"
2016-03-01,41.6,38.9583333333333,-18.1926511437908,20.8343178104575
2016-04-01,8,44.8166666666667,-11.9671749533147,-24.849491713352
2016-05-01,64.2,47.7166666666667,-0.504079715219421,16.9874130485528
2016-06-01,72,51.2,14.6413964752568,6.15860352474323
2016-07-01,95.4,54.1916666666667,23.7865435340803,17.421789799253
2016-08-01,49,55.0833333333333,17.056872665733,-23.1402059990663
2016-09-01,102.2,54.3583333333333,11.759491713352,36.0821749533147
2016-10-01,59.6,53.6,5.93758695144724,0.0624130485527488
2016-11-01,30.2,52.7833333333333,-0.76717495331466,-21.8161583800187
2016-12-01,75.8,48.7083333333333,-11.6938416199813,38.785508286648
2017-01-01,39.4,45.3083333333333,-10.1059844771242,4.19765114379084
2017-02-01,32.4,45.85,-19.9509844771242,6.50098447712418
2017-03-01,6.6,44.9916666666667,-18.1926511437908,-20.1990155228758
2017-04-01,24.8,41.35,-11.9671749533147,-4.58282504668534
2017-05-01,27.8,39.0833333333333,-0.504079715219421,-10.7792536181139
2017-06-01,10.6,36.375,14.6413964752568,-40.4163964752568
2017-07-01,75.2,33.2583333333333,23.7865435340803,18.1551231325864
2017-08-01,82.2,30.75,17.056872665733,34.393127334267
2017-09-01,48.4,29.4833333333333,11.759491713352,7.15717495331466
2017-10-01,26,29.025,5.93758695144724,-8.96258695144724
2017-11-01,9.4,28.6666666666667,-0.76717495331466,-18.499491713352
2017-12-01,31.6,29.7,-11.6938416199813,13.5938416199813
2018-01-01,8.8,29.35,-10.1059844771242,-10.4440155228758
2018-02-01,2.8,27.575,-19.9509844771242,-4.82401552287582
2018-03-01,5.8,25.9666666666667,-18.1926511437908,-1.97401552287582
2018-04-01,14.6,24.275,-11.9671749533147,2.29217495331466
2018-05-01,29.4,24.7916666666667,-0.504079715219421,5.11241304855276
2018-06-01,33.8,25.4083333333333,14.6413964752568,-6.2497298085901
2018-07-01,43.6,24.6083333333333,23.7865435340803,-4.79487686741363
2018-08-01,71.2,24.4,17.056872665733,29.743127334267
2018-09-01,20.8,24.6833333333333,11.759491713352,-15.6428250466853
2018-10-01,13,24.3833333333333,5.93758695144724,-17.3209202847806
2018-11-01,34.8,25.85,-0.76717495331466,9.71717495331465
2018-12-01,21,29.8166666666667,-11.6938416199813,2.87717495331466
2019-01-01,0.2,31.5916666666667,-10.1059844771242,-21.2856821895425
2019-02-01,6.4,29.7416666666667,-19.9509844771242,-3.39068218954249
2019-03-01,9,28.875,-18.1926511437908,-1.68234885620915
2019-04-01,4.2,29.6666666666667,-11.9671749533147,-13.499491713352
2019-05-01,75,29.075,-0.504079715219421,46.4290797152194
2019-06-01,83.4,27.65,14.6413964752568,41.1086035247432
2019-07-01,36.6,27.65,23.7865435340803,-14.8365435340803
2019-08-01,33.8,29.4833333333333,17.056872665733,-12.7402059990663
2019-09-01,37.4,30.4083333333333,11.759491713352,-4.76782504668534
2019-10-01,15.4,33.7333333333333,5.93758695144724,-24.2709202847806
2019-11-01,18.2,35.8083333333333,-0.76717495331466,-16.8411583800187
2019-12-01,3.4,32.9083333333333,-11.6938416199813,-17.814491713352
2020-01-01,17.8,30.5416666666667,-10.1059844771242,-2.63568218954248
2020-02-01,32.8,29.6583333333333,-19.9509844771242,23.0926511437908
2020-03-01,4.8,29.8666666666667,-18.1926511437908,-6.87401552287582
2020-04-01,88.2,31.15,-11.9671749533147,69.0171749533147
2020-05-01,40.8,31.925,-0.504079715219421,9.37907971521942
2020-06-01,48,32.1833333333333,14.6413964752568,1.1752701914099
2020-07-01,15.2,33.0916666666667,23.7865435340803,-41.678210200747
2020-08-01,34,32.85,17.056872665733,-15.906872665733
2020-09-01,42.2,32.8,11.759491713352,-2.359491713352
2020-10-01,41.4,30.125,5.93758695144724,5.33741304855276
2020-11-01,10.8,26.4916666666667,-0.76717495331466,-14.924491713352
2020-12-01,17,27.3833333333333,-11.6938416199813,1.310508286648
2021-01-01,26,31.625,-10.1059844771242,4.48098447712418
2021-02-01,18.8,34.775,-19.9509844771242,3.97598447712418
2021-03-01,17.6,34.1583333333333,-18.1926511437908,1.63431781045752
2021-04-01,11.2,33.2833333333333,-11.9671749533147,-10.1161583800187
2021-05-01,30.6,34.0416666666667,-0.504079715219421,-2.93758695144725
2021-06-01,79.6,34.1916666666667,14.6413964752568,30.7669368580766
2021-07-01,85.4,34.1333333333333,23.7865435340803,27.4801231325864
2021-08-01,39.4,34.3083333333333,17.056872665733,-11.9652059990663
2021-09-01,22,33.6666666666667,11.759491713352,-23.4261583800187
2021-10-01,40.6,33.5916666666667,5.93758695144724,1.07074638188609
2021-11-01,29.8,35.1083333333333,-0.76717495331466,-4.54115838001866
2021-12-01,1.6,35.6833333333333,-11.6938416199813,-22.389491713352
2022-01-01,40,32.2416666666667,-10.1059844771242,17.8643178104575
2022-02-01,9,30.95,-19.9509844771242,-1.99901552287582
2022-03-01,12,33.45,-18.1926511437908,-3.25734885620915
2022-04-01,15,34.75,-11.9671749533147,-7.78282504668534
2022-05-01,63.2,37.2333333333333,-0.504079715219421,26.4707463818861
2022-06-01,60.8,39.8166666666667,14.6413964752568,6.34193685807655
2022-07-01,21.6,39.1583333333333,23.7865435340803,-41.3448768674136
2022-08-01,72.2,38.3916666666667,17.056872665733,16.7514606676004
2022-09-01,49.2,39.35,11.759491713352,-1.909491713352
